0,366.67
1,366.67
2,366.67
3,366.67
4,366.67
5,366.67
6,366.67
7,366.67
8,366.66
9,366.66
10,366.66
11,366.66
12,366.65
13,366.65
14,366.64
15,366.63
16,366.62
17,366.61
18,366.6
19,366.58
20,366.56
21,366.54
22,366.51
23,366.48
24,366.45
25,366.41
26,366.37
27,366.32
28,366.26
29,366.2
30,366.13
31,366.06
32,365.98
33,365.89
34,365.79
35,365.68
36,365.56
37,365.44
38,365.3
39,365.15
40,364.99
41,364.82
42,364.63
43,364.43
44,364.22
45,363.99
46,363.74
47,363.48
48,363.21
49,362.91
50,362.6
51,362.27
52,361.92
53,361.55
54,361.16
55,360.75
56,360.31
57,359.86
58,359.38
59,358.87
60,358.35
61,357.79
62,357.21
63,356.61
64,355.97
65,355.31
66,354.62
67,353.91
68,353.16
69,352.38
70,351.57
71,350.73
72,349.86
73,348.96
74,348.03
75,347.06
76,346.06
77,345.02
78,343.96
79,342.85
80,341.72
81,340.54
82,339.34
83,338.1
84,336.82
85,335.51
86,334.16
87,332.78
88,331.36
89,329.91
90,328.42
91,326.9
92,325.34
93,323.75
94,322.13
95,320.47
96,318.78
97,317.05
98,315.29
99,313.5
100,311.68
101,309.83
102,307.95
103,306.04
104,304.1
105,302.13
106,300.13
107,298.11
108,296.06
109,293.99
110,291.89
111,289.77
112,287.63
113,285.46
114,283.28
115,281.08
116,278.85
117,276.62
118,274.36
119,272.09
120,269.81
121,267.51
122,265.2
123,262.88
124,260.55
125,258.22
126,255.87
127,253.52
128,251.16
129,248.8
130,246.44
131,244.07
132,241.71
133,239.34
134,236.97
135,234.61
136,232.25
137,229.89
138,227.54
139,225.19
140,222.85
141,220.52
142,218.2
143,215.88
144,213.58
145,211.28
146,209
147,206.73
148,204.47
149,202.23
150,200
151,197.79
152,195.59
153,193.4
154,191.24
155,189.09
156,186.95
157,184.84
158,182.74
159,180.66
160,178.61
161,176.57
162,174.55
163,172.55
164,170.57
165,168.61
166,166.67
167,164.75
168,162.86
169,160.98
170,159.13
171,157.3
172,155.49
173,153.7
174,151.93
175,150.18
176,148.46
177,146.76
178,145.08
179,143.42
180,141.78
181,140.17
182,138.58
183,137
184,135.45
185,133.92
186,132.42
187,130.93
188,129.46
189,128.02
190,126.59
191,125.19
192,123.81
193,122.44
194,121.1
195,119.78
196,118.47
197,117.19
198,115.92
199,114.68
200,113.45
201,112.24
202,111.05
203,109.88
204,108.73
205,107.6
206,106.48
207,105.38
208,104.3
209,103.23
210,102.18
211,101.15
212,100.13
213,99.133
214,98.149
215,97.181
216,96.229
217,95.291
218,94.369
219,93.461
220,92.569
221,91.69
222,90.826
223,89.976
224,89.139
225,88.316
226,87.507
227,86.71
228,85.927
229,85.156
230,84.398
231,83.652
232,82.918
233,82.196
234,81.486
235,80.788
236,80.101
237,79.425
238,78.76
239,78.106
240,77.462
241,76.829
242,76.207
243,75.594
244,74.992
245,74.399
246,73.816
247,73.243
248,72.678
249,72.123
250,71.577
251,71.04
252,70.511
253,69.991
254,69.479
255,68.976
256,68.481
257,67.993
258,67.514
259,67.042
260,66.578
261,66.121
262,65.672
263,65.23
264,64.794
265,64.366
266,63.945
267,63.53
268,63.122
269,62.72
270,62.325
271,61.936
272,61.553
273,61.176
274,60.805
275,60.44
276,60.081
277,59.727
278,59.379
279,59.036
280,58.699
281,58.366
282,58.039
283,57.717
284,57.4
285,57.088
286,56.781
287,56.479
288,56.181
289,55.887
290,55.599
291,55.314
292,55.034
293,54.758
294,54.487
295,54.219
296,53.956
297,53.696
298,53.441
299,53.189
300,52.941
301,52.697
302,52.456
303,52.219
304,51.986
305,51.756
306,51.529
307,51.306
308,51.086
309,50.87
310,50.656
311,50.446
312,50.239
313,50.034
314,49.833
315,49.635
316,49.439
317,49.247
318,49.057
319,48.87
320,48.685
321,48.504
322,48.325
323,48.148
324,47.974
325,47.802
326,47.633
327,47.466
328,47.302
329,47.14
330,46.98
331,46.823
332,46.667
333,46.514
334,46.363
335,46.214
336,46.067
337,45.923
338,45.78
339,45.639
340,45.5
341,45.363
342,45.228
343,45.095
344,44.964
345,44.834
346,44.706
347,44.58
348,44.455
349,44.333
350,44.212
351,44.092
352,43.974
353,43.858
354,43.743
355,43.63
356,43.518
357,43.408
358,43.3
359,43.192
360,43.086
361,42.982
362,42.879
363,42.777
364,42.676
365,42.577
366,42.479
367,42.383
368,42.288
369,42.193
370,42.101
371,42.009
372,41.918
373,41.829
374,41.741
375,41.654
376,41.568
377,41.483
378,41.399
379,41.316
380,41.234
381,41.154
382,41.074
383,40.995
384,40.918
385,40.841
386,40.765
387,40.69
388,40.617
389,40.544
390,40.471
391,40.4
392,40.33
393,40.26
394,40.192
395,40.124
396,40.057
397,39.991
398,39.926
399,39.861
400,39.797
401,39.734
402,39.672
403,39.611
404,39.55
405,39.49
406,39.43
407,39.372
408,39.314
409,39.257
410,39.2
411,39.144
412,39.089
413,39.034
414,38.98
415,38.927
416,38.874
417,38.822
418,38.771
419,38.72
420,38.67
421,38.62
422,38.571
423,38.522
424,38.474
425,38.427
426,38.38
427,38.333
428,38.287
429,38.242
430,38.197
431,38.153
432,38.109
433,38.066
434,38.023
435,37.981
436,37.939
437,37.897
438,37.856
439,37.816
440,37.776
441,37.736
442,37.697
443,37.658
444,37.62
445,37.582
446,37.544
447,37.507
448,37.471
449,37.434
450,37.398
451,37.363
452,37.328
453,37.293
454,37.259
455,37.225
456,37.191
457,37.158
458,37.125
459,37.092
460,37.06
461,37.028
462,36.997
463,36.965
464,36.935
465,36.904
466,36.874
467,36.844
468,36.814
469,36.785
470,36.756
471,36.727
472,36.699
473,36.671
474,36.643
475,36.616
476,36.588
477,36.561
478,36.535
479,36.508
480,36.482
481,36.456
482,36.431
483,36.405
484,36.38
485,36.356
486,36.331
487,36.307
488,36.283
489,36.259
490,36.235
491,36.212
492,36.189
493,36.166
494,36.143
495,36.121
496,36.098
497,36.076
498,36.055
