"","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","E1","E2","E3","F1","F2","F3","G1","G2","G3","H1","H2","H3","I1","I2","I3"
"LRRC69",4.7682878949935,5.06095405733179,4.99549417716483,5.04884447924185,5.19968545924952,4.87155867542286,5.04717692689033,5.04549424238007,5.04627741172869,4.85075153680622,4.86232734859018,5.06645868141407,4.88416887857666,4.94150169441007,5.07680715653427,5.122415981963,5.09387781887233,5.2665599046833,5.40610346973192,5.4943450373239,5.29886480760715,5.40605883135187,5.87627169316174,5.11101676821356,5.65235426204112,5.85889868323535
"LTB4R",5.72547748384742,5.50871162258733,5.71010236810415,5.7092231520854,5.71191063185586,5.46225945538615,5.73348078461668,5.69855942208983,5.69146046393283,5.53544756914743,5.58167976403639,5.42826644937123,5.67270550199158,5.51103787020657,5.23262876014196,5.79662653291689,5.59952565581257,5.4417694935362,5.49871072098544,5.5772952035626,5.74364873787603,5.65695391776922,5.69081722015461,5.53611234091418,5.68337361594223,5.74894124171389
"LYSMD3",9.05452448423121,8.97552205831126,9.52415027458888,9.15098557149366,9.13634715304539,9.49644095143888,8.92687759525237,8.92055548409769,9.39399165356196,9.38213782997799,9.20027367908677,9.40263519572048,9.23352126710001,9.33525322071311,9.49484816668255,9.24928806128696,9.39383452595445,9.44150004293557,9.23284677614484,9.47401498685274,9.04774249634007,9.20830260521892,9.17606797637863,9.3208124218029,9.28189774546619,9.21377157311978
"MAIP1",10.0561408315693,9.86459906134294,10.1251204052645,10.0248637488373,10.0815228616002,10.1261755313391,10.0245265393248,10.1319729980014,10.2250276089447,9.9721481761671,10.1020314331768,10.0328640504681,10.2008801679426,10.4376282880778,9.76130827042881,9.83336814113182,10.0445030199964,9.83241654830303,10.0540314947662,9.98638501124243,9.74100264529488,9.697362144175,10.1005942965932,9.67083287949145,9.74446110938514,9.73336622014213
"MALAT1",10.039106043042,10.3639153493174,10.2190363566376,10.3571697831508,9.81013766214395,10.3258395857383,10.2077597350408,9.88402122392459,9.83180455905097,10.5300517578951,9.55971979023943,10.3084285114278,9.54791585147587,9.62973180171648,9.45664061924325,9.66969948068158,9.60434416148649,9.24947482720804,8.72269535738351,9.3177581867538,9.01119620471801,8.60808425295137,9.27951405132707,7.79340711838226,7.66777160155157,7.66347025844125
"MAP3K3",6.05760200018875,5.94536008556872,5.99011703063644,5.98104302899579,6.048699331142,6.22196679393104,6.21959873885907,5.99575950723286,6.00175985038652,6.10437781235076,6.08310707877945,6.12649490523967,6.07117791332904,5.98061913291186,6.17148552800317,6.00710595198148,6.10469584981804,6.02204636053109,6.04001187002878,6.02800238677488,6.05232629368981,6.20060991853782,5.94029426394331,5.91349063021303,6.00066321775803,5.8873653615552
"MAP3K6",5.42652180967631,5.22381506023058,5.23590247432223,5.6470988546877,5.10407539460399,5.35118660501924,5.34593883990313,5.28908979691884,5.30227828494386,5.28210128401275,5.19374082294692,5.15582753014553,5.34335119700644,5.24083874307377,5.19503936352646,5.20037663937999,5.20886815916338,5.33328160422711,5.0977662974242,5.12512404880665,5.7209372829653,5.09483205948492,5.3406453924895,5.1144184891848,5.05211419931418,5.16814261351497
"MAP7D3",5.44132644186068,5.25797614744022,5.4771482230286,5.38215685930186,5.41208327461597,5.09134811939393,5.46176778004003,5.39584924007319,5.24698852653684,5.431936770014,5.43663505096101,5.43405328512215,5.22955593146307,5.34576903729954,5.34478991117343,5.24459067542942,5.26811409696611,5.56274349781183,5.45505319145447,5.38621811915097,5.65328276276245,5.57421147804087,5.48593927923873,5.49778894055814,5.45498255040812,5.53202343249233
"MASTL",7.18499927120885,5.76940801279122,6.49038140427558,6.21593067862938,6.42805537464822,5.56447059427683,6.12878162377172,6.69909392138898,6.68007132945396,6.80202114859956,6.70840112586445,6.65476035865896,6.34460611833263,6.25570551915617,6.14058990526521,5.83698386041588,5.43935246659026,5.46771152805621,5.35213493157455,5.33096937712832,5.48767111731184,6.13559750285629,5.04446503910519,6.37354193918882,5.70950499562459,5.97979297387164
"MBD3",7.93557093556519,7.94539247162204,7.7893400782598,8.01751463500798,8.0310842337642,7.76720103603665,7.92300419329049,7.91386602968492,7.83571091950923,7.82751714460426,7.88996415946427,7.90026864110946,7.95481430467533,7.74449785962261,7.85668579926993,7.76360257019982,7.82120181818924,7.77787094072698,7.91158532137324,7.65124417286819,7.80898296293776,7.77533056417796,7.84828093342392,7.84254344296047,7.75543814098465,7.76741533535763
"MBTD1",6.27099624655527,6.22124784940302,6.6825881855892,5.93644462437521,6.24766310205314,6.21745938832233,6.18209476008494,6.04526564191965,6.64860438063773,6.22391099125371,6.23533852497182,6.59695484060214,6.16948011251908,6.37700777659016,6.26191456803695,6.44267665074067,6.29175507145082,6.44977569520641,6.4825114808106,6.53743150652835,6.25869819236381,6.49612550916051,6.22972192258419,6.58081209559332,6.48768981034131,6.64792590979181
"MCAT",8.09835989311794,7.94961779364781,8.01002695114291,7.72027720004551,8.03854319205042,8.05285981330178,8.00563176726687,7.9666603314951,8.24598355074652,8.06465681116816,8.29307461075449,7.99408036851909,8.40113909607558,8.08981300529443,7.74620098585806,7.9930832955798,7.81028751838307,7.51997491261763,8.13725133825966,7.59852575734705,7.17799553841646,7.92547160271361,7.35982831562533,7.69724260935764,7.76012871365051,7.75189848322608
"MCM8-AS1",4.29785344796656,4.16874209646154,4.08031150472488,4.75176238011483,4.01418740094762,4.14533824230882,4.15212403624098,3.9211705406376,4.16874209646154,4.25650743141957,4.06647992773038,4.14907537393235,4.18453830372005,4.15382071367932,4.15433840474558,4.11790688718009,4.30446959137168,4.15276549392019,4.28801548717184,4.18215713509119,4.11574302202648,3.98808391699304,4.13882739053226,4.08495348621488,4.14893956507755,4.11811376904845
"MCMDC2",3.85299124601379,3.87795602923701,3.77980717956271,3.98174442476395,3.77506953093566,3.79092916512528,3.78956614959214,3.77615203884328,3.73227584910035,3.74741576429493,3.79248446502796,3.79005493559144,3.74216648252326,3.87802725079457,3.73293716246087,3.86975530288399,3.79287958601341,3.7015988823313,3.74387560997887,3.71427597600255,3.80740801725522,3.83823922008503,3.84384141383927,3.65332485840016,3.6509475593112,3.75562937557746
"MFN2",7.3003202549245,6.92159056055156,7.24451695836436,7.08534528045106,7.16458493692454,7.01522012802362,7.05037041077903,7.18974977877053,7.19427323773405,7.06297352314784,7.17847653926753,7.0796778765395,7.22833133352372,7.17374289557343,6.97803124135953,7.07203976601369,7.06211854929388,7.01843587134421,6.98489726566461,7.1389478803453,7.25699602019776,7.18158441784981,7.39837174576782,6.93410893309616,6.82780920934041,6.87491011491462
"MFSD1",10.13190169814,10.2945063528807,10.396637072061,10.0651941514304,10.0818494992904,10.3590729731209,10.2228681812647,10.1842032037779,10.3249214298931,10.1781131206139,10.1465382530781,10.1657961831098,10.1066962732128,10.2456147883289,10.0527019485768,10.0399178596465,10.005308871631,9.71705207299218,9.32789356531554,9.35332716383474,10.1315101946428,10.1100847094919,9.39671225188126,10.2823581926875,10.175657573791,10.1929474678826
"MGAM2",4.39616147930437,4.50929451858613,4.24271507063944,4.63869955808344,4.41854741947217,4.2372475111836,4.28665794372126,4.21994178974624,4.27424110008734,4.18807739989737,4.4032442213667,4.13689533472267,4.19551193227424,4.20805711807395,4.1568841915736,4.0918326357526,4.35593167015739,4.31411534778841,4.19856851381868,4.13730395507963,4.3653922280821,4.07555199470035,4.44306230228989,4.31810616383085,4.31963753579184,4.15390279101269
"MGST1",10.508009072964,10.6100622822284,10.746747979556,10.2239646623861,10.2812295937758,10.5076851720398,10.1683963530585,10.3191891269559,10.6270312658652,10.2390178425122,10.4704802585631,10.2241405657389,10.3100229504689,10.4983402943051,9.85780624115878,10.1260780845027,10.3887954786787,9.37007881673683,9.73477401504746,9.70294056322356,9.20828025809062,9.24486810494087,9.52322780688052,9.59023659354811,9.46808576889276,9.60750168588468
"MIR1-1HG-AS1",6.28236154865815,6.17403941875204,5.9507954691141,6.32632374806496,5.97772592624657,5.89236717007012,5.9865117109595,5.98603849638963,5.72595658933573,5.83714524268463,5.94065585226715,5.84011267191697,5.70068647367982,5.81874879968288,6.10377157046297,5.87747931966771,6.09979401834894,5.86290640191839,5.82333970403877,5.75128556999087,6.0791566344831,5.84807605628642,6.19521911174098,5.81049116810776,5.81779428991732,5.95481728958909
"MIR3682",4.75847294172305,5.29151576814384,5.41399025331306,4.59972436396303,5.22274103044892,5.52328313675294,4.92001460048088,5.23692710646616,6.03034556760843,5.29054530319557,5.79563354434277,5.54469611024517,5.40058535465626,5.43072820696213,5.11460896556206,5.13850306516595,5.22274103044892,5.5156097791685,5.47284867335389,5.44920536808659,5.1285543951601,5.37969747635851,5.00839289959639,5.63526102085071,5.55135157719657,5.78079349109454
"MKX",3.9166211783788,3.8974916533656,3.95419883646149,4.02363286675162,3.95495157277091,4.00330727117316,4.04239122418472,4.06497600589501,3.94921495170369,3.9384136363719,3.97541832067391,3.87717669024913,3.9693559989849,3.9075171579975,3.88108835618294,3.88139681159048,3.94274868370983,3.98866950525614,4.01237035626219,3.93367184725725,4.07271854687517,3.96941180488686,3.90824862425893,4.0004490062428,3.94148095773436,3.9390787706355
"MOBP",4.41157643487204,4.3396611250038,4.35848741951816,4.45514510124479,4.55726037714582,4.34583004662022,4.39908039737601,4.48983373327536,4.25894467396986,4.33978150069746,4.35705822080861,4.29164183926954,4.37865205454041,4.45708975891881,4.36987066453289,4.26335699295214,4.41464316952083,4.39066450528371,4.35242358268424,4.30397174993211,4.45021687916946,4.304963478731,4.45257256875356,4.29623790735778,4.33404023732006,4.32063040405557
"MORN5",4.8147044505218,4.599267202121,4.21226157494915,4.88551756566088,4.49340494768597,4.40784052865274,4.27185514027289,4.25855792586711,4.25579057441601,4.28287314008284,4.32289710232035,4.43052902818978,4.25844551107263,4.43148500919188,4.41513761067907,4.18061599221777,4.48317561771237,4.39392073180001,4.42337317241221,4.02086253496377,4.57059175801408,4.45015224059876,4.41587590953208,4.35860828246311,4.35022665677045,4.07222591641931
"MRPL4",7.64588577941733,7.48717483822244,7.67333589975854,7.4523176933775,7.72403170543708,7.78524481453083,7.61586736815707,7.58533271892312,7.82536007347052,7.48110456028618,7.83047626756327,7.37159056039145,7.82076151176899,7.71336765204797,7.27712159566622,7.33098420521766,7.41688369563804,7.27818249743097,7.68635158679162,7.45465510988386,6.82592836978416,7.14764905127503,7.54475573718984,6.93546867432006,6.98555678334063,7.21550240952725
"MRPL52",7.19155319618032,7.07548720176893,7.46615625430018,7.06892415903741,7.23201569385393,7.26996229787071,7.50952973886865,7.32315732746096,7.23336599649531,7.39851602989861,7.5055260633802,7.41834663468582,7.36223038396851,7.28878226663905,7.35909428014433,7.29468929067005,7.08426871157836,7.44029849662492,7.73303559339579,7.30259491951662,7.2503599146689,7.28434111582207,7.29724735829521,7.04659668863449,7.09458563712438,7.2169860991706
"MRPL58",9.59460478518746,8.99830152673446,9.32135244307205,9.41353620873171,9.43135325019831,9.24474145087727,9.48538833767774,9.54397050329083,9.09448134509043,9.36799459830934,9.46582966499375,8.95653292874373,9.4477908499219,9.05079898556418,8.90123896449708,9.1400277856357,8.81072504665084,9.10327369347348,9.155939059559,8.8878864461632,8.68958189048084,8.88411610366493,8.77249951335555,9.05106057953601,8.81191848703296,8.84470646483748
"MTA2",5.67890052239972,4.90120946954099,4.96980858678193,5.72454418737017,5.3079806638446,4.99847834869896,5.32304400137456,5.08036231556868,4.8364138179983,5.06595512736809,5.01548531365947,5.24032197083547,5.1119815642283,5.14062480350208,5.16448744643671,5.06944331087114,5.18801824873408,4.80377829930408,5.0327489081428,4.97192314727629,5.50366277028333,4.90648636603263,5.05373876809503,4.94431195531509,5.22300622712975,4.80468585154405
"MTNR1A",4.53222590374682,4.498774268134,4.50986149906498,4.61928822100327,4.40881862423188,4.44999340483771,4.56510748890527,4.44077771434702,4.33664527849849,4.4937562850715,4.34446478544593,4.56808790364603,4.47651484070082,4.26861548467167,4.53231805304538,4.49620029451045,4.53519703224781,4.42189974449517,4.43294135466808,4.61670591687229,4.40244646057122,4.4528988911197,4.58614335937513,4.64619389091378,4.44889240654545,4.42481436806775
"MTOR",5.48072002346352,5.29178825053057,5.60761025855899,5.46814315720981,5.61906828320994,5.63714426046556,5.58878114511189,5.59505046180255,5.64332058780338,5.38900758292698,5.53256142514761,5.5531918431742,5.71290235943282,5.82219288226086,5.4721147697718,5.48059257228475,5.43131912004789,5.62477085056762,5.59018205692797,5.57356456252616,5.64597479262095,5.47075232954231,5.48548478430913,5.72919678827098,5.58531858297499,5.61525461327815
"MUC12-AS1",5.81757846348747,5.5928893289753,5.92743275899604,5.86051594490389,5.99893242901371,6.01730056618824,6.07950749871595,6.03712167646051,5.78984996712018,5.93664660357278,5.79825029761741,6.02369006736821,6.24674415776123,6.06213797650175,6.31690701704132,5.9825243581297,5.74162530289571,6.01276383173694,6.65430171530574,6.38954909479514,6.60021183289678,6.41109240731061,6.00411979575826,5.9797811209125,6.12069155446161,5.54871061282342
"MUC5B",9.21937486844046,10.5629448129065,10.2496480363721,10.439927318043,10.0571917656269,10.5925466439738,10.2865091315623,10.1871541026279,10.5860727971509,9.99456736784388,10.0630092955093,9.67079188369411,9.90572187673986,10.3241902052819,9.27326942932807,9.68650370770894,10.1914111912906,8.36943411243834,8.25400996734491,8.97777831850507,7.26551578344431,7.21793311486249,8.11305873645922,5.16664939300308,4.89441191543728,5.35946787319736
"MUL1",8.37582391732789,8.6160022023647,8.56613511085206,8.54449021990876,8.67341830030771,8.77662810636924,8.53500569715335,8.63696759026158,8.88339794278042,8.54041450899076,8.65255592977681,8.44681636298227,8.67033674365836,8.82980995782681,8.58961104708597,8.56630372727819,8.67743553955489,8.55620649281508,8.66526229064446,8.86157659562775,8.40706226478502,8.54651287026054,8.71027526781034,8.5286449318914,8.44509455091903,8.52849933676944
"MVK",7.04024732041456,6.66780977392012,6.61919259766497,6.82778537146991,6.6826485993344,6.61355284420836,6.82267136831214,6.66217948543708,6.65948056035493,6.67925755808861,6.73171738786853,6.73342306996766,6.75287751847037,6.78896489664066,6.65391999575979,6.52248497168546,6.78836077771778,6.48824214543488,6.49959318942628,6.28496697011921,6.96820069906986,6.69712927780367,6.50600473438005,6.34641082742718,6.4992895082007,6.40758095154996
"MVP",9.90177029734219,10.1109301356865,10.0142900434953,9.99068358055815,10.0208314677684,10.3006359268861,10.1267337413055,10.0597479057218,10.3601708465907,10.0194239197534,10.0418391733172,10.0834064386737,10.2202549500468,10.2463528409063,10.0201200443206,10.2462844002124,10.1703105343857,9.92984980775142,9.927658523384,9.76496691412848,10.1050343714248,9.98053906454392,9.81647522002127,9.72501248436092,9.53787590780168,9.54683919330258
"MYH13",5.79192262684229,4.43854834209964,4.79559839061685,5.70754090112756,4.77132210653814,4.73147036448351,4.88177113418336,4.71811679759727,4.71591112281133,4.78972811416748,4.53102981167673,4.54833245925091,4.92485697271334,4.96855217718106,4.89611288567941,4.79423483217773,5.24412088744326,4.84120392495768,5.0709580868688,4.66656421486403,5.40373362865403,4.82834844471443,5.12641042651038,4.6865536334312,4.6231485807647,4.50208598191322
"MYH4",4.31062202088842,4.1114673240462,4.12323242240039,4.18010809677313,3.97114174594854,3.98586545110262,4.06433397032636,3.985296693829,3.99844204781047,3.95867442516318,3.80566466778775,3.88007287725158,4.0943885769433,3.96248901857775,4.11723946762536,3.94788867828266,4.12152823700743,4.03053089828787,4.03381504808687,4.08009428708054,4.00623444359108,3.98060622401631,4.17954924003804,4.02759244257613,4.12086954661844,3.98594181987586
"MYO18B",4.74156811036135,4.31596248817031,4.49207116743267,4.79500895267064,4.45701177041281,4.43767984896143,4.49370802375984,4.40495252809488,4.33337684608547,4.29160036430973,4.41513901102821,4.44352722826461,4.27988057209112,4.36151542486892,4.31823119283454,4.29337467633346,4.5660586576378,4.417837024356,4.54110793066426,4.42267888110832,4.52356709969557,4.26912882919847,4.66290151193088,4.36567786885051,4.13763569482295,4.31981052056445
"MYO9B",6.43309987581928,5.96398492300834,6.17438976782099,6.46083658621475,6.17312404837549,6.0958062088993,6.2536580475634,6.31582924689672,6.28583403133971,6.24672053859407,6.28744042653718,6.30014350807714,6.24909131181331,6.1706350355098,6.22647945999709,6.23139079866229,6.39538630522946,6.4168364015527,6.62092875025944,6.31023160695956,6.74148749179342,6.60389911482958,6.53580001416345,6.30562088151651,6.28002493766591,6.1503454600143
"NDFIP1",9.27502242213651,9.65549711534809,9.43009060824437,9.39800563677101,9.48961888056643,9.78470988810531,9.57875067005685,9.49828544603839,9.91100162453424,9.57780472991195,9.51988697862404,9.64803894620012,9.64440927090355,9.83869484959535,9.86061646832245,9.90502926306681,9.85536979917027,9.75986653598143,9.67994774112694,9.956769114474,9.5370051994724,9.65602365262648,9.70704268581231,9.49846185385561,9.28976610792774,9.53222355807188
"NDUFA3",11.4066223725006,11.6030085396945,11.5686291204227,11.5990075907676,11.5368236905373,11.7332874482982,11.6910480797495,11.546695692927,11.5726029796916,11.510825128018,11.704193020667,11.5095408053429,11.6657286131376,11.7640239403701,11.554141238905,11.3824444531944,11.5796483954164,11.5925852919658,12.013310916877,11.6307203831687,11.674363574819,11.5115918964577,11.8278372316331,11.2394741622837,11.3553579071132,11.4687964974948
"NDUFA6",9.97942271780607,10.0018663903026,10.1688349055704,9.83432616089733,10.0024767560011,10.199426527983,10.0107357962512,10.0463731460763,10.1308538122396,10.0055850155953,10.109403862319,9.84728829644797,10.0085944279798,10.3198796762109,10.0029598475438,9.90485028012689,10.078304206788,9.89827972362083,9.94772153358254,10.3209915182923,9.85108412529908,9.89217320607478,10.282754529381,9.80046498935498,9.60281490754718,9.91007251696224
"NDUFB10",11.3353259800543,11.0506217628139,11.1488388376778,11.2121695565932,11.1835282669785,10.9248858317465,11.2340346419105,11.1732161685763,10.9867094936672,11.1326461282054,11.2393034937861,11.0806622949224,11.2817402345613,10.9875788172704,10.9787813212265,10.9132231834985,10.7390721338592,10.5224345231504,10.7540482600083,10.437261115352,10.4706932313932,10.5226546139556,10.4109019011439,10.451027667437,10.4074188185632,10.4247571228288
"NEXMIF",4.16307769160264,4.04589838847412,4.06015983904671,4.16093668650977,4.1140755523274,4.11323022023581,4.12176781896729,4.13804798581066,4.08997862585764,4.03884111004999,4.13728266266446,3.98412282776715,4.06056879660348,4.06060802976649,4.11418998822965,4.04061039572193,4.09910260560451,4.1422616350548,4.10383237032776,4.09853621887657,4.04325605106746,4.05392694096842,4.11457949590651,3.93406971976838,4.103911627946,4.06348728552341
"NME5",4.68972967034091,4.43775879699638,4.2583177641897,4.65077918987095,4.28140389691182,4.18769075092033,4.16770694478162,4.27772099303471,4.20669944715508,4.20832261412288,4.46877931081054,4.46625254271619,4.17802899870854,4.11345876427417,4.37785200272166,4.03476527440034,4.22217842733829,4.54601186406288,4.29554469547509,4.16289278525307,4.39376107769276,4.40455638860522,4.34228970505219,4.48189614923963,4.3275157723597,4.25409344240016
"NME8",5.03285888534627,5.51618752196621,5.191613276008,5.82694201846869,5.3450831868107,5.21233711821727,5.38108019337485,5.46706527969176,5.3625888638268,5.54136235567424,5.39219867171793,5.00264570748327,5.13616798481837,5.09105860713824,4.74813365470478,4.63715388755776,5.02145992368289,4.97755483017197,4.65571777892127,4.58234023204569,4.85039106783725,4.44876255859562,4.78760698736125,4.8938453196641,4.8770874229289,4.79261289707734
"NOXA1",7.3107313488938,6.86480944399769,7.3605659080402,7.40616885888239,7.1798222052016,7.22203886130156,7.54152375531271,7.51640404814825,7.30524900409062,7.42972813170014,7.17464654893865,7.30257490138441,7.28674291466788,7.35213989423403,7.06861119905621,7.20465618804803,7.05962824436882,6.90318982175275,6.70374051017518,7.17693102630107,7.69735524962967,6.68469109405461,7.27051560670317,6.65926100122059,6.78013112588383,6.40868593877162
"NPW",4.02467803520266,3.84107044697097,3.97680522849186,4.14411384635017,4.15745260438131,4.19444466767272,3.92400211058748,4.12202293526325,4.10481000763773,3.9480012772502,4.07233305818874,4.06385964072677,4.22612538022381,4.05566909633065,4.02919425233964,4.09198471123497,4.0279678063644,4.08385839734511,4.01137714530156,4.12202293526325,4.43042840775353,4.11700359740749,4.18036313889476,4.05273615621345,4.09404576198504,3.95446815298564
"NR4A1",6.71113704771179,6.81964158723813,6.92481510575251,6.81870038092609,7.00217860464669,6.93822884372099,7.20194999968146,7.1507728288775,6.71287618844728,6.84974845956428,6.88717830323103,6.70077616655106,6.81384727167581,6.69911630548302,6.6197920307061,6.60100319547762,6.62501930745402,6.62122455596514,6.42463725090516,6.46414637472644,6.53207555297454,6.46253679308046,6.71001620990313,6.3907589527971,6.64625786010117,6.43661859294885
"NSMCE3",7.36645230319565,7.70582908910825,7.70278068366026,7.47078926990033,7.49713169316383,8.03743603914164,7.62126722974552,7.47933555507597,8.03354587736696,7.44070921837952,7.6228408684521,7.59341573557746,7.61445109437052,8.01714502944935,7.63914660961333,7.53277980156559,7.7235247793523,7.51485909821231,7.40315920095467,7.90152343855817,7.34437506646131,7.60200379914675,7.55233324877483,7.57141854058664,7.85190583518216,7.90976509939135
"NUDT16",5.5812651531039,5.74407145306512,5.83453020855399,5.5669594229089,5.93206222648673,5.87359584327728,5.97431693837357,5.94788497592024,5.55370561559047,5.78645397387382,5.68502645455837,5.31535395049475,5.49581169333973,5.65335982950604,5.36963210714904,5.3686688996686,5.1596013180886,5.24890089148901,4.91564522683881,5.16916849552257,5.21344755073087,5.34857561765994,5.147260351341,5.12385624115508,5.12492805369369,5.09534555974942
"NUDT9P1",4.66810090557377,4.41259818833425,4.67468923950138,4.66349085842759,4.80547133783287,4.57337146648811,4.67691725331457,4.58689947159984,4.50515887461651,4.49722108487369,4.61039486340773,4.64167623656266,4.78651591711506,4.38876231854273,4.36024617079278,4.63017826465412,4.66349085842759,4.46839192994973,4.49214790583403,4.43686914543773,4.60455063106822,4.59436798126774,4.65986252190975,4.64124386228118,4.33884738636456,4.38540184012817
"NUFIP2",8.52485658827953,8.8045804241916,8.92753697754208,8.67609679539977,8.7242855651304,8.78725473558278,8.51477418639844,8.47480875770956,8.91338620774582,8.67566580328004,8.59130723905969,8.76782454247831,8.52833360510831,8.69422113289005,8.82544558793844,8.8934568971285,8.8428327665251,8.94048504127901,8.8231018010354,9.08023894541033,8.7735301777556,8.85890683612521,8.81017394935568,8.94993087987677,8.9775712962963,9.10176842870081
"NUP210",6.95451046759073,6.54039850917587,6.86791836138065,6.72127687441281,6.81482274133036,6.53253033849602,6.69410083837683,6.7706129589044,6.72154320749,6.74470701095871,6.83223733988401,6.68051999061008,6.91549374141624,6.54314175279886,6.55300957985243,6.67946849827409,6.44430412437756,6.53426746430401,6.6341670764804,6.4394048610365,6.51177542827291,6.81713167204334,6.45035407659594,6.32155810489509,6.15026218999147,6.34054248639848
"NUP54",5.68524641363209,5.48731525881317,5.70060332669277,5.64272968306324,5.69481805733235,5.68709915228346,5.72308219008405,5.73591798651691,5.62472159807842,5.7766624990545,5.73020666170883,5.80539334598902,5.65106503608302,5.61612358324771,5.74164610125275,5.6493538077728,5.60904934077591,5.71003176984878,5.80699054721825,5.62369154971176,5.57946940655702,5.55219480406627,5.60071914849379,5.74957833968731,5.70379902925752,5.72229982754139
"NXT1",9.80214314634104,9.50198286665897,9.83797733724778,9.78449668819669,9.81379373989497,9.70174366991758,9.83313120533944,9.84611853578843,9.67569648588565,9.66573928159146,9.83748469384756,10.0051873536289,10.1402121609656,9.62310830569854,10.0527881003662,9.83128568486627,10.0045123876623,10.0355156373474,10.3903525461803,10.0943266023662,9.94020173253675,10.0677882815872,9.98797130444122,9.9874765351285,10.2284341838012,10.0311012922012
"OLFML1",3.72007388436848,3.92656105336117,3.75204984857643,3.69698771125344,3.73737904765129,3.74968143793035,3.63907726247178,3.61813982879487,3.76174542751422,3.71111989287267,3.70170667769901,3.71472776150484,3.54333373443559,3.78375965190757,3.80982456746089,3.69688355813229,3.71963127981063,3.92725499334333,3.85787831383768,3.7191707912782,3.70633189299981,3.54160264344666,3.6827599640235,3.80990920876011,4.04219479368148,3.77154873269551
"OR10A4",4.56682732231257,4.49882349930855,4.83807472729282,4.65011392374668,4.73098588124196,4.58276221942413,4.7098914334332,4.8725425003412,4.66703932053811,4.76270061446965,4.81811758260151,4.72636815062865,4.80171509410854,4.79412858727286,4.70538623244282,4.38447169101958,4.64388397555708,4.90781465448007,4.5031484596754,4.55514766250621,5.11269937529423,4.82613099646271,4.61147433630333,4.90204647026329,4.57556505341127,4.85665537857962
"OR11A1",4.29750333113907,4.11164941033324,4.1898631266653,4.10596641335505,4.11472191561651,4.01202379829905,4.10685036817969,4.28635575475945,4.1159841652923,4.02741485814118,4.07976726588371,4.16550502824479,4.31183149764595,3.97392118351107,4.02826035297418,3.84486893290777,4.24776840407067,3.98346789325247,3.9202826341449,4.23853827247555,4.22180719064894,4.22338628116088,4.26121310450455,4.07976726588371,4.04953054378915,3.99507515158611
"OR2B2",4.08882064550568,4.38401059096469,3.99436187227149,4.11168602288228,3.95849653756074,3.85299369205835,4.01400895795963,4.11175647740776,3.76195437868811,3.98888437289334,4.03796782883069,4.05971362854468,4.00644852032685,3.93595550546938,3.99143904808799,4.05733165108297,3.86335429561238,4.05971526301232,3.96073389657535,3.85751867566786,4.00644852032685,3.86184204571678,4.16409582518931,4.00837903206242,3.99121917158351,3.84072355905585
"OR2F2",3.91720039480916,3.78231739445387,3.85364675543139,3.91940815337312,3.72522929589382,3.72214000291587,4.09190409876099,3.96715250582865,3.78633710749702,4.03158620245335,3.72038397251744,3.95101828165083,3.81906757806129,3.90234093874934,3.96049381097482,3.71147870287455,3.70469515404937,3.87443786187381,3.71034572602105,3.71637612445911,3.92875000064965,3.753969469253,3.8006503768219,3.80549551568904,3.84347064126676,3.78558268938256
"OR52D1",4.99119591964461,5.08868786392727,4.95244778527202,5.26947387429353,5.07156405385268,5.01421050919395,5.12913219351006,5.27045926006297,4.79478760687045,5.31776077608145,5.03783418522954,4.95826804426164,5.03658347515891,5.11556610931705,5.22595571873821,4.89079228531039,4.9662091040721,5.12159391706199,4.91223821285809,4.75687955010626,5.32108741052771,5.02557985169751,4.8938453196641,5.11583427886378,5.30372025789653,5.1899288872043
"ORAI3",7.88729650821179,8.02646357569053,7.88240717026943,7.88330853818818,7.80754172428197,8.35844626810787,8.22365736728364,7.85617721266763,8.28055768737766,8.2096051118836,8.07634053069058,8.57334183431368,8.58796054103794,8.45393562661873,8.43208922328138,8.60546313450869,8.50936916452714,8.1123104395728,8.29906828231728,7.94338380869736,8.1612724661872,8.24641160218063,8.11685973180113,8.11969112516692,8.03383707494008,8.00683940430134
"OSGIN2",6.46095152029719,6.54573231039245,6.65837551640505,6.22118171621659,6.46173170321139,6.43300919183968,6.28961756909942,6.44837710014948,6.53677188384253,6.14920701698284,6.17169737108888,6.00012538303385,6.05390969277902,6.38793509956736,5.98340060996301,5.98034531623003,6.23355003020603,5.9031177451968,5.76828544236835,5.84526683725154,5.71245467819763,6.07782733886116,5.84098048576692,6.03031483367927,6.05590714420926,6.08093757172035
"PABPC3",13.263165328507,13.2962831103634,13.3718005637171,13.3300361693503,13.1541190544632,13.3923469141649,13.3777479792681,13.219101945691,13.3158459125737,13.3216136863592,13.3043100064412,13.259649690028,13.2432914767764,13.2561195272215,13.2369316608782,13.2637963133347,13.2186933681304,13.3956297705468,13.2697070998156,13.2853389831066,13.2862523758452,13.4226921571274,13.2729123771179,13.4356464827179,13.3112981348018,13.3258538889125
