"","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","E1","E2","E3","F1","F2","F3","G1","G2","G3","H1","H2","H3","I1","I2","I3"
"EFCAB2",5.24906238730286,5.18875228695634,5.2162368098426,4.89721710666335,5.14314538404037,5.65123004395632,5.33491033255537,5.06989851013985,5.24858610875424,5.38206382854594,5.33796843890944,5.23469416490414,5.25998554081129,5.30364264696803,5.01636959833242,5.01035850553752,5.18886016990418,4.82325193834027,4.83643067635876,4.96939164947083,4.58302196478033,4.66484247595241,4.70577737526339,4.7004611951429,4.67153823748548,4.86231309469961
"EGFEM1P",3.81990185969027,4.08697620547788,3.84170735404849,3.84503501117673,3.75572834052027,3.81730336074823,3.82924676101727,3.72126588600381,3.82225326089101,3.64666978533092,3.61738219570154,3.72915050778423,3.78092779209058,3.84134978926804,3.80647726861941,3.84758153804512,3.82627456108761,3.92197115204686,3.86846245471271,3.7719303761716,3.80743364279535,3.80296357593632,3.87477218975939,3.89730592180059,3.83768221929956,3.90681144407837
"EID1",9.87120402275229,9.83124004426713,9.84706581922944,9.72920662014955,9.62408346775425,10.0951747849836,9.87007478133393,9.70820813854982,10.1976938385003,9.92650173882138,9.86416892156886,9.89394985940771,9.6649538429577,10.0984985947136,9.76650134977668,9.8120775787886,9.91400235394567,9.64468651055304,9.44252336038342,9.80975674429403,9.76812541532007,9.91152451761986,9.74863061091537,9.90640967362118,9.87890543720671,10.0932358321126
"ELSPBP1",4.69164998794622,4.34155031603671,4.63608371242852,4.56420976593979,4.67941102325235,4.41417095659862,4.95863646578662,4.80454583346418,4.53629487720887,4.63762243380993,4.73512392868441,4.64355888705417,4.61905556907192,4.59820855396461,4.72672613508306,4.78432825914282,4.70598808388215,4.7840100296297,4.60911494429658,4.75685782957303,4.58209032164272,4.50743620692024,4.69314471561005,4.75087401948322,4.68703169515464,4.82320193968256
"EML6",5.13850090213464,4.90159382874469,4.68502372314063,5.22030807672056,4.84620386433269,4.97691485120198,4.77133346350899,4.86601119024351,4.87798647318113,4.77782615106893,4.65789799918208,4.70574462970574,4.936018576622,4.9244938085975,4.51077867945632,4.9411658540428,4.91973603059306,4.67508739462015,4.64256576016204,4.58830850865031,4.6821540533102,4.58634028789127,4.57826882591904,4.65654471159009,4.66536340703186,4.75846047979513
"EPCAM",9.10062205928698,8.71678333331443,9.54587913671971,9.59192095150859,9.59765175105599,8.42346658578552,9.72072961065667,9.52218381293678,9.09757095793546,9.8766217012375,9.57265704964138,9.7696847471304,9.55464247629441,8.84945364690942,9.78592326849984,9.50945785560136,8.61536200026805,8.91781999576566,8.65500070013893,7.50711557239107,6.67047548441329,6.81609842799691,6.26334132973078,6.43666920244926,5.4544230631224,5.7750183255449
"EPN1",7.40618320368881,7.11434293244402,7.46957516639648,7.29865911045787,7.61910157481176,7.46701899359365,7.59068540067525,7.4738389482718,7.47919751705433,7.43474085364064,7.44247184882401,7.4781791902116,7.58805576273451,7.41066318882047,7.56421215905856,7.57373168793101,7.3486240200206,7.53525787187023,7.43648847802033,7.47025204200173,8.04346719360948,7.50091499329177,7.51609391051466,7.27255719526433,7.15730864512965,7.10726727251521
"EPO",5.09772635275175,4.78787853530647,5.16796560854085,5.06044099684676,5.01575297668996,4.974265655461,5.02790496080791,4.89813312102574,5.07381553788727,5.01209153473366,5.03310100014855,4.90709806533792,5.14945032257589,5.13439250622373,4.8902807792127,4.89180361997723,4.91315345950372,4.99015802011874,4.9968145911518,5.03454594165008,5.34734022894584,5.12098405118895,4.99434921359352,4.849539978651,4.85446948262363,4.88499416874379
"EPS15L1",5.57589078023959,5.64445875905735,5.76400156705093,5.55901765628269,5.65478234387376,5.63600360215194,5.74326610358054,5.6967340507833,5.50813623881115,5.61230921997999,5.68612076990026,5.6228405863016,5.58780191321853,5.55076439386068,5.55799071227667,5.51380669624869,5.42271082172729,5.62890864775338,5.66017625781747,5.75285071896254,5.61922314078915,5.75328562595781,5.72981859725629,5.53858771668519,5.57130801389161,5.56450917600045
"ERAP2",4.06181135468882,4.16591395234276,4.10515056253561,4.01711039832077,4.17718864640481,4.00605415470021,4.19012848871471,4.16204036124855,4.18792667887226,4.05162114862228,4.06983185588466,4.12792794328584,4.13119833877584,4.1008972242292,4.22700659912952,4.21537431653166,4.0386097379292,4.30317518662875,4.43261776762781,4.26705551281879,4.05368763246433,4.24869096895432,4.12810860812897,4.24547132794022,4.22806735162676,4.26861509649884
"ERC2",4.43875308720873,4.35428783112168,4.26796476798962,4.67738907987491,4.41023501008864,4.27686561427687,4.37028109753376,4.50902430107036,4.35954405833363,4.24227385874314,4.24457868504928,4.32511593513477,4.26145094846806,4.27844119682938,4.42608467003988,4.29422530909128,4.40039846335454,4.29170971451469,4.32769322598614,4.17640047163539,4.27067126300528,4.23801859723084,4.39364888759219,4.19220986998448,4.5154054236742,4.18836847394011
"ESM1",3.86539440702635,4.111434705348,3.82257335052257,3.8094080473274,3.77643099026006,3.87998044071594,3.78309684160778,3.8248064921621,3.85056822235589,3.8122681524164,3.80173902966011,3.8242852659577,3.94651473277683,3.90320166065427,3.82264034195697,3.87799922682651,3.798727445793,3.92910976667899,3.72567959682569,3.89458660674144,3.75812147708643,3.87581524183971,3.91688419399896,3.86512301881815,3.94072481989347,3.94387601205957
"ESRRB",4.93670920820705,4.75773133192304,4.82306562816108,5.09026087634893,4.81364519640632,4.87409298760111,4.93518834275896,4.89657481578412,4.82594894582218,4.91735765604746,5.01731984144515,4.94537787245527,4.88803127016183,4.84695300445105,4.98040562758465,4.82158001012328,5.05475625426972,4.77175950512116,5.00023642241352,4.87665836354729,5.0940587280125,4.85482940772811,4.96677590927382,4.90592516761622,4.76688565979401,4.85539848746456
"ESYT2",8.95233709675585,8.39892636989024,8.83929041626144,8.6250979366828,8.74034216083319,8.82561052768513,8.75768502532561,8.78301879599954,8.8495406336581,8.62248756174948,8.8057684272484,8.64716445035419,8.74265004013023,8.61621294546971,8.89786756625112,9.15349611302815,9.01910452177563,8.77749199351991,8.69706190639536,8.99840995384659,8.52152075918497,8.95888069931806,8.80622049053423,8.57204331619526,8.47290589278477,8.79903021577359
"EXTL2",7.67434229082101,7.81350790177541,8.0514311318258,7.21536224422965,8.03515745063283,7.7213117931354,7.90217791229449,8.03607604257748,7.66481925165181,7.68048520100086,7.79663788517201,7.45689459158374,7.63604658153838,7.7076817117851,7.38209258511546,7.53400977445676,7.33531016911464,8.01126287197381,8.29015126706663,8.66286321608024,7.75111107595431,8.21698397083216,8.61148290577424,8.81736772022055,9.02067384717933,9.03005141560964
"FAM228B",6.91251169525842,6.82499710126829,6.43624248204237,6.8105622955648,6.69666609960902,7.2683405071696,6.93238732207927,6.52436174610698,6.70052843449658,6.97674893965738,7.05905789711296,6.70686926633572,6.67953360513253,6.92106696395622,6.65314716817713,6.75654422530374,6.70664229901713,6.94782627898648,7.29202175839124,7.34163528996412,6.86643261992716,7.31393527119733,7.52841826502967,7.81285222728217,8.18081748235494,8.13316438206102
"FAM229B",6.97525923608214,6.59026376253826,6.58220913265097,7.02200158353893,6.8111474482273,6.49311156060602,6.87780745787995,6.67085147929428,6.11268595835476,6.77914166272359,6.80893431704421,6.75992910848295,6.81404397171382,6.34655507025436,6.72540942057454,6.31787731912954,6.03446313616024,6.04236154734707,6.56583506670063,5.76020301378691,5.78203568438963,5.81236032659135,5.52800640311795,6.89542585470017,6.7923104836183,6.75529586697341
"FAM86B3P",5.13590843275596,4.98529598625325,4.9868856675324,5.11646715126713,5.07333489445362,5.05150317149318,5.15512463062951,5.10894947338638,5.02994812770879,5.02083895876821,5.01940874050557,4.99442549598755,4.94890937065691,5.03071027701153,4.92173672632366,4.8672049587062,4.95226232743189,4.90976960760996,4.99935909276243,4.86378692512403,5.1759027831792,4.89230266381493,5.07252350180944,4.97778981492261,4.9384109852818,4.92539267679493
"FBXL18",7.09689493744871,6.90468781656216,6.90560624614868,6.91940461304929,6.93521630050768,7.05779422342547,6.97417374361931,7.0210750288998,7.04420545224332,7.02695133032981,7.11358099254123,7.01363859831749,7.1335748430062,6.98230226366158,7.11379950269628,6.98089896353739,7.10200401294397,7.03220792850037,7.07230793516303,6.88741215529844,7.241656001285,6.92169034971303,6.99841820195766,6.89137182476356,6.929117800051,6.90883974323413
"FCGRT",7.66951675151217,7.82891323710498,7.58332373549776,7.68154243224464,7.85386118725245,7.99200614448666,7.63405084770143,7.74700447473013,7.84797572692571,7.63520949691607,7.76601348856762,7.59740351894932,7.8971431127426,7.84848468010372,7.65533566296091,7.65574386021216,7.77026115675588,7.15910781634027,7.13851973971733,7.2179677635377,6.81035572318905,6.56786866604316,6.75819071502776,6.6563747358702,6.87458023253021,6.56019412655595
"FGF20",4.20330734089092,3.98696962896851,3.84170735404849,4.26303897926872,3.8450691829812,3.94831309968403,3.9351209478133,4.13414363533136,3.97604058334901,3.92851770040704,3.96415041032923,3.85652954915652,3.82434896515188,3.80878851626423,3.94165157906879,3.81123755120093,4.12127202961258,3.87268313257204,3.91872314070514,3.92205362664619,4.04766574710773,3.91889535937165,3.96536332449927,3.94443870082749,3.89091657569912,3.93758957720241
"FICD",6.79743248637243,7.09791273813061,7.44498192948909,6.9304922414723,7.28871417141925,7.520431349782,7.23389609659236,7.23214683576292,7.13707104457159,7.35208452042553,7.26772911337679,6.82339845875863,6.99783828809788,7.05599156341658,7.1358651766842,6.74475231929225,6.87034436313669,7.11498452614979,7.3259895962998,7.30435325215023,7.08523655534259,7.49041206845418,7.46143752061141,7.29424363161408,6.92000816384212,7.1248932054226
"FLJ42627",6.07256674848447,6.15357083621669,6.42410216660508,6.06154517256686,6.39995504608846,6.33393714061949,6.24119731799534,6.36684969120521,6.40434304452894,6.4644234267455,6.42327181356902,6.33700427400861,6.24598493429894,6.36306327174057,6.48190464204432,6.60486438533129,6.32038122861575,6.92953567462652,6.99809058850149,7.03836192352757,6.76077722259912,6.91634954543664,6.67436161892178,6.38437866511087,6.48472911158576,6.60338079365682
"FLRT3",8.05313947791075,8.8354538061855,9.13714183287965,8.83109035510374,8.52217036694975,7.93800047621445,7.74243306000957,7.30181844927401,8.46586198615643,6.94659171423178,7.38754051608767,8.24670078948,8.06947229444979,8.77264015929861,8.15174646177963,7.93723852989128,8.27698862949781,7.94056061762851,8.20497098079516,8.92323117974301,8.3525538063045,8.25845680177223,8.88138426031311,7.74952962943351,7.60081444062467,8.24773481055239
"FMOD",5.64568546922758,5.89487990755045,5.76273935357979,5.76273819938348,5.80259213143602,5.80079018691882,5.95812867565462,5.7246383541214,5.71972246820962,5.8972715743056,5.98167210913266,5.7330910572926,5.87870052322823,6.08317752657186,5.59253339884175,5.79813547327278,5.77530723576759,5.69912906352,5.69462839890759,5.7754995850146,6.09411826114935,5.80002085691488,5.8739172174923,5.60220103941845,5.52682332112001,5.69707002870891
"FTCD",6.17230868006952,5.705509051884,5.76852479780861,6.34332756804966,5.79097125120108,5.7551914893568,5.87960258490946,5.78525458696815,5.69332317985195,5.79732383779658,5.81710455691463,5.79546996967557,5.79501332198373,5.71526838591876,5.83409649134158,5.71297409390417,5.95955551439822,5.80199835461116,5.85047151389363,5.72204611733313,6.16580326430242,5.80977380311132,6.03269170543591,5.84853167526379,5.87270569175234,5.82737969117421
"GCLC",9.10383339179717,8.84033164626082,8.93055294176303,8.76750070599696,8.86392222538144,8.94081024097818,8.82968222282756,8.87982622586741,8.45881154619062,8.64390163025208,8.61998833974757,8.13711532356581,8.09881460296468,8.4266309901166,7.7873816502991,7.81794197579984,7.8025448540295,7.43632987712298,7.5398674177819,7.64588738634648,7.12163437520354,7.4649811947743,7.44277688307607,7.62607666084101,7.49884065382651,7.66086352915283
"GDF11",5.62357031697397,5.64371775532625,5.54716659859341,5.71578396281778,5.65226628742452,5.61809605026192,5.68046052481159,5.57524178012092,5.60072292150841,5.5783691837699,5.52035911498026,5.53014421466157,5.62915447469442,5.67625888940658,5.6116246168507,5.52532030133702,5.53536189932911,5.72564174137381,5.72093375438487,5.72316746367173,5.93049432257632,5.84619175331818,5.89615862798592,5.84114996310311,5.98838235833866,6.06523053755326
"GFOD1",5.31846006711738,5.21838741189065,5.27859285766587,5.07918851431629,5.32336931896011,5.43704682841542,5.34950277479753,5.39515377292405,5.55369563482426,5.66913870834918,5.57949950777277,5.68488555275851,5.56269913180699,5.5674844505986,5.71656715349031,5.52297592232965,5.7047423760604,5.84510336548075,5.56522632473629,5.48632211922482,5.81073477727685,5.75054588362662,5.50595342381047,5.66743906401359,5.55156223159346,5.81517119272556
"GGT5",6.23699990115436,5.45446861000451,5.96220410497043,6.03017107136824,6.02443311734729,5.79954227124203,5.98919967097505,6.27246329322716,5.88464689525877,5.86567986573036,6.16538428479274,5.76886534649683,6.2232743127689,6.02736497346734,6.07660680467205,5.85277010470894,6.20519288190432,6.09784962003112,6.2858210858888,6.08005105153106,6.26634003265132,5.53934723736199,6.11112704910653,5.97554470855588,5.97602439603827,5.68047502609959
"GIT1",7.93415124341369,7.71908434905541,7.86051458191491,7.8902314923019,7.94679778953592,7.93407345549161,8.0080650767339,7.94631913857513,7.7792489322638,7.95352758815682,7.90526446432266,7.96432276353948,8.12377105469018,7.82599806577279,8.086418040497,7.86462434998423,7.72049211114674,8.045800411184,7.61578199841507,7.91739410378276,8.23618144035969,8.03151409297775,8.01765042968382,7.87909412263997,7.97482202370011,7.73969901741932
"GLMN",7.06916091960893,7.2041037057877,6.96532083567954,6.60864318512676,7.11431605184766,6.88630135355848,6.97374432363103,6.9033870340603,7.35586526565027,6.88741815478428,7.05136547848715,7.41232834899905,6.93886646288212,7.0065882248903,6.93229707326362,6.73176200424693,6.90448757717427,6.78660280602077,6.86424171938625,6.85112138025853,6.2851386965844,6.73906774767097,6.84527521429111,7.02714765751076,6.90550905420544,7.11560839514835
"GNA15",5.31212377558645,4.91827826618249,5.23037555038174,5.31991669402555,5.15997268102441,5.09937687358456,5.13532089284376,4.97663446814797,5.00044795120636,4.94012837495808,5.06269298938336,4.9738725809095,5.09342376171517,5.0589221280021,4.9855179355222,5.06179413364534,5.0564624256169,4.91688660808373,5.06574030652742,4.94812873312394,5.66064665033609,5.05874851610681,5.00756744312414,5.07811458653876,5.08269219920593,4.9469585040595
"GNPAT",10.42874167477,10.5694106392656,10.7007218008276,10.6011664719502,10.483730546469,10.4534384999028,10.6638428091294,10.5561086588942,10.3117401554859,10.4261964029086,10.5207790590323,10.0667569422289,10.3017997018511,10.4813941305412,9.88590293644763,10.0544371820693,9.91281422552153,10.0679379404042,10.2802611396873,10.1812927181024,10.063139996147,10.2326818147178,10.2186224628934,10.286940512315,10.2509008377268,10.3144885546809
"GOLGA6L6",3.83408441626559,3.76352936849744,3.94788867828266,3.85324647411938,3.83305965618769,3.78430425754842,3.96162972577585,3.75770076078589,3.90024474546586,3.74663175958632,3.88562773001174,3.96105285728347,3.93280473576182,3.81072580092034,3.82543861671621,3.71708553269625,3.87007888436206,3.77316785483598,3.97506911387371,3.83890045575787,3.96636653378388,3.86419710692754,3.83728159890134,3.88733276874002,3.87977092984926,3.79089742735761
"GOT1",10.8290486566361,11.0907686645638,10.9151224668536,10.8697961789558,10.8797048857312,11.0763763239356,10.8137319768546,10.9335095587111,10.9963273198365,10.6148513531901,10.8813475772629,10.1367188964867,10.6367828882691,11.0094286755145,10.2612135207673,10.2942844374681,10.7047872977835,10.0660985768026,10.3436151265037,10.9951157933263,9.85150301933808,9.85363181258042,11.0702558505013,9.93105684800766,9.59714872842688,9.90963464889673
"GPBP1",9.20488642459645,9.13096507778642,9.27772138192082,9.26693139095335,9.25693875928815,9.37452955697946,9.34896866519169,9.20996065835001,9.25568683441714,8.98676020914315,8.83367041588359,9.24578129238818,9.05163458984349,9.39166988939978,9.32755012141958,9.36512640164221,9.21856331314311,9.44687401947161,9.25653937397144,9.57375355918185,9.21291996195008,9.29783020280343,9.39900203084255,9.67021907488727,9.56129459916562,9.6107227158684
"GPR1-AS",4.05537410486627,3.94171006328719,4.29231477222676,4.07093580680963,4.09432431079654,4.12323242240039,4.07410643173073,4.03793981930004,4.10394025339015,3.96479441719182,4.17804019197763,4.18384843016606,4.28132270593034,4.13030762091949,4.06577917721731,3.99691392336224,4.03187875602055,3.96939608782866,4.07132863802802,4.12984810962981,4.13635883769313,3.97378384868673,4.07504653283825,4.03471316682143,3.98638891472291,4.0920452137243
"GPR160",8.43418069560836,8.19976105357874,8.54014259748856,8.2102756825594,8.59729906464801,8.45685683127484,8.53272426924172,8.61128991374201,8.60472098810839,8.6331827880436,8.68153141215445,8.72728650259754,8.70067371227563,8.54869585621663,9.16645468711609,9.05553291731941,8.69134883732158,9.11385977653683,9.10549531948449,8.9480516454926,8.36344478972914,9.09612747368903,8.72764467430955,8.32556847632353,8.14575319801121,8.36436081838367
"GPR176",4.9035108687945,5.05901439455385,4.8745538897445,4.84859908419119,4.9881122711764,4.95574637469916,4.99871303125478,5.05149104325276,4.9088113452527,5.04275958409687,5.12294877649586,4.92706947903756,4.97001114867946,5.06126160303911,5.2088617052154,4.89163390970072,5.01689486961306,5.07875443905693,4.86449041623396,4.94617267745728,5.19926013960387,5.00388882244547,5.17713868164059,5.1937438732602,5.2915681286801,5.18361168637892
"GPR85",4.086461682186,4.30247512233317,4.15011742761683,4.07716282857637,4.04406466060895,4.19448608950961,4.18818946110402,3.9964264469551,4.09959634933851,4.13780654846423,4.20617016404718,4.22347259178523,4.0713942126898,4.18854316020994,4.02827847000203,4.21008306271421,4.00044241098443,4.16612916253686,4.11555955726811,4.15973291120187,4.09493059724237,4.07052671995577,4.17806787891722,4.14300551822573,4.16344470389015,4.16162258721354
"GRHL2",4.19332312757388,4.390219514237,4.19653077322593,4.39240271596675,4.18617865993138,4.07739146376502,4.0929467487688,4.29619450163197,4.17680737481516,4.2379065037097,4.19999905694693,4.11148064423799,4.00914939154343,4.09906759540482,4.16837776151114,3.95060129394097,4.17273565399284,4.25326087558072,4.03634935622066,4.06029305342054,4.25023620374,4.07764601408701,4.23466421713197,4.1068269177436,4.10596641335505,4.10917204609264
"GRN",9.75580367422365,9.88324574138267,9.75902337140426,9.93274964365622,9.75259797004252,9.79536145332995,9.96221746525147,9.83761948605477,10.0022132503995,9.9179929225135,9.81569136065887,9.9307245980523,10.1312478264634,9.99138495608298,10.037726334838,10.2152188109481,10.0142417501658,10.0655939294351,10.1856202403678,9.98952356266855,10.1162417292903,10.1281583328154,10.0800179281701,9.95482200124415,9.91359806303052,9.77134922994276
"GUSBP11",6.45758475715418,6.1353577010885,6.43838910259195,6.37410156782405,6.40740148423687,6.33984100988193,6.54230946992927,6.45945541090686,6.34935106049997,6.31444364099192,6.31436089417218,6.3305730594122,6.38342464914084,6.40406970054744,6.36086126651821,6.22646439325027,6.30928392816261,6.30591558544546,6.33147470625043,6.36016295378636,6.81755250046755,6.32344433622941,6.47396731535211,6.272506772289,6.211415348589,6.22200741841712
"H1-1",5.04516872391271,4.5361653274212,4.69349006735076,5.09541701460777,4.70588997748873,4.6932904268238,4.5697002442926,4.70683067093622,4.48508365742313,4.68358424501606,4.61459844376072,4.77243314352588,4.48528689926316,4.52379917176714,4.72037091504864,4.66675250492477,4.86025672216567,4.71776944078143,4.93815709652156,4.54113665628971,5.28366092009815,4.71318172766144,4.95446487205531,4.76725575503316,4.74724283075559,4.59443603779686
"H1-10",9.55044368018694,8.67996319400514,9.04832969878476,9.24756233854798,9.2722571419891,8.9952680536524,9.45069622220194,9.30412747596139,8.80944703981676,9.48078271061425,9.31435696408408,9.27173645433268,9.3257672555103,8.96046965065486,9.01856989053199,9.13789573588983,8.45441023232971,8.60171039286893,9.00131663105465,8.21537997448626,7.87205164536701,8.62936121668087,7.79903979518468,8.85033943682296,8.57130102113269,8.61521721355091
"H2AC17",5.68602292248282,5.29362974378309,5.19111604208863,5.19182218068016,5.30903079421007,5.46830102676298,5.23023586009272,5.15458194457674,5.34925660455077,5.11833073959156,5.12185678085272,5.22704729520071,5.13880863136578,5.2769561460544,5.31967851212262,4.82615933560955,4.97817587310755,4.8989439234825,5.27276863994221,5.22595905476591,4.65443798320542,5.15239346964644,5.21939852570639,4.66476372298647,4.93788841842212,5.24416544692153
"HARS1",9.76130389441565,9.29473420133862,9.60253299271559,9.48907060008929,9.58323022327273,9.54068674470798,9.5780976136387,9.72477251751792,9.73893675407873,9.63847047368253,9.74476353124396,9.8184533472806,10.046160163217,9.76903760729603,9.82014606631022,9.88837591790497,9.72200225959945,10.0282195771306,9.72186224958913,9.66807555728863,10.0975939669694,9.99627908421851,9.65352745847005,9.88375377127011,9.92333289481363,9.90777160437565
"HAS3",5.68711473468917,5.94978581874414,6.13982367330138,6.04339161148799,5.83917028794329,5.81325954635835,5.70480800905595,5.6384286749424,6.4177453777617,5.43649090370942,5.67559382035518,5.95725014641094,6.27254986126455,6.39496336473701,5.68485445358892,5.52058091834043,5.85762730085495,5.32289644738281,5.361862807082,5.92268436832568,4.99065526240389,5.27472423704705,5.70566121663881,5.32260824052727,5.63865525284567,5.55060948609752
"HAUS2",6.98319720251079,6.73081163578536,6.89670072839171,6.66059569254621,6.89184016004285,6.71057887207928,6.92533185292081,6.8261258135119,6.81850111152419,7.04938382384002,6.9256971320711,7.05657794046857,6.9345878853677,6.72349839542471,6.94634691697905,6.91798781438087,6.69462086237998,6.98601942132716,6.82361227550034,6.85515626530708,6.84558551387094,7.15118006121331,6.85538371287947,6.97477952864517,6.94572703638849,6.96924466156329
"HBQ1",5.86284294453713,5.15833005789359,5.58145577410268,5.4330217105628,5.4160709697136,5.46049238061039,5.60649154051725,5.63759584323142,5.4112755425375,5.51768850961299,5.40045916639778,5.38130417408796,5.4592652959275,5.52849251206599,5.36816509600474,5.2300535579808,5.28957008657236,5.33182097746459,5.3208124665124,5.16273397222541,5.77996108635427,5.29485546347835,5.41046084370234,5.1347848479052,5.43261251759365,5.10384593942811
"HEG1",6.11297995782663,5.25475672281308,5.39164416338893,5.61895746192453,5.55541549917993,5.97601573066803,5.66703913519239,5.72109821538952,5.66155431108735,6.06027133202166,5.71382009176467,6.04992394018789,5.88304094726275,5.82298658093377,6.06121789464634,5.95832946164498,5.93399538845731,6.15843247943522,5.7919128393383,5.97295226678246,6.25402173205862,6.30550095822251,5.8357264292267,6.19488037730429,6.0518712352725,5.99973264782559
"HERC2P3",4.17837325329953,4.51254755246157,4.45176613195586,4.35756436945441,4.42419982538119,4.18912880829899,4.16010276085919,4.26252574143733,4.14405181592447,4.28419241665121,4.31353404531796,4.20516374573927,4.14425891348914,4.16050898010403,4.17090972498051,4.13017141549408,4.10589718481286,4.24103737549077,4.12127033229844,4.01650601497269,4.2680153177372,4.00576670467858,4.33368214055954,4.13604603776587,3.94617690763599,4.23173696969388
"HLA-DPB1",5.14086747805177,5.26475690209133,4.96252917144559,5.24746852680763,5.07918125174303,5.11800946091026,5.14570310027908,5.12208735035521,4.99577852678195,5.10930371195857,5.1300400929889,5.04751089432085,5.16615121494218,5.12566340078396,5.09266885988111,4.97563032402519,5.00796113727506,5.09706565604091,5.17184520875304,5.07968616075784,5.20561318298513,5.08163686516928,5.19437055769408,5.0925236442164,5.06695782029496,5.03210466865396
"HNF4A-AS1",3.95008910178097,3.66126922992053,3.95535654666655,4.01650993444598,3.68864240148794,3.82342268236457,3.93726319751896,3.86163770121563,3.88599855852388,3.78966169954786,3.79755257899942,3.91915780187026,4.01515833098925,3.85384684708245,3.94385228666451,3.91488191263819,4.216294988526,3.88617967790431,3.90570310823664,3.91209341222193,4.09969732167357,3.90148440600877,3.92245818934913,3.94884190989662,3.97479781116804,3.9879025398328
"HNRNPK",12.1246301910805,11.9736489159816,12.1100121207497,12.0304353541973,11.8984167220961,12.0662525141301,12.0080698396619,12.1269941752741,12.1719395153727,12.1401805405016,12.1196342783347,12.2054923070986,12.1428493962305,12.1356110727113,12.1962397285028,12.2657152452476,12.198541806223,12.254391979568,12.1035145215879,12.1948454171046,12.2198318381276,12.2412959472742,12.0063690460859,12.1892754603425,12.221051066588,12.1844563245142
"HNRNPU",8.37682596953668,8.0554455390303,8.26781285634258,8.23560446152333,8.30516327622,8.2354001233305,8.23640061532392,8.34004498050058,8.40612841556763,8.37499166876533,8.31307106466528,8.46436409619534,8.34097341699667,8.40090700559062,8.2667303073777,8.32030864334699,8.4186435599617,8.24094799851849,8.14128308549034,8.42764906755963,8.02985844617808,8.07497432861003,8.23662951249776,8.19176055081446,8.15819059110235,8.05010162400864
"HOXA13",5.68598957830297,5.95976797731815,5.83890847416374,5.71850379297462,6.02180729656967,6.41825899099964,6.24292116090752,6.06191768032388,6.0798832841993,6.4270436123525,6.36289256125537,5.91060410120247,6.09034542899328,6.31390335029741,5.87160844213822,5.70166163634332,5.73934195404921,5.72904549279782,5.71558340190777,6.07524680839234,5.6651274108649,5.51979395669288,5.95203374482201,5.58941211578774,5.44679426222323,5.53813722152449
"HOXC-AS3",4.97289069322571,4.94689943641708,4.93386042225759,4.98767519258028,4.74982642469669,5.00324972750022,4.9559549605175,4.96109852921052,4.87406254392327,4.85749204439759,5.02296735822241,4.81288289142156,5.10419205811165,5.0896734422346,5.13045650157588,5.08327675079374,4.9315513316286,5.1958730164264,4.9897340317708,4.96517898186476,4.97077457457095,4.92000932538065,4.93381911533663,5.15732684185113,4.97035114631518,4.8503968349641
"HPYR1",4.48996413872696,4.63416939299724,4.55648715426401,4.5837592615278,4.50947645659839,4.34551854904993,4.41208905045064,4.57318450337391,4.3099654094982,4.48069730513539,4.42330985300053,4.40940338396602,4.3615845472326,4.36849945485371,4.38176766876721,4.3546391197465,4.51387605428824,4.52491832475774,4.53152741194237,4.32497534957157,4.56135984558195,4.22181762227839,4.68024712958922,4.50274330453162,4.53519292849979,4.49290534512913
"IFNB1",5.24499939330993,5.02073293648465,4.8248415840911,5.35012194235746,4.63593064125607,4.509774135991,4.65430723196423,4.79542907053582,4.56256118350018,4.68833305622788,4.67103006636709,4.59598173838463,4.45899513261528,4.59135041645882,4.34042133219564,4.55384604048919,4.98751480468961,4.55804351987454,4.52254059507996,4.55887851800962,4.91967005429197,4.52860121619686,4.78928235753321,4.4664329332125,4.77875510245359,4.67153352018668
"IGSF3",6.8019281224211,6.61847651137407,6.63877186479996,6.76153030916545,6.64667821830275,6.68143349041233,6.72161478048612,6.73636075192719,6.68720502379492,6.7601567178505,6.76361455195352,6.73030045688542,6.79723869983889,6.75349815653086,7.08913546857936,7.00735646177255,6.98782678361915,7.20918368353064,7.06187580830941,7.08030885599994,7.41952034608521,7.39873928414554,7.23464588031785,7.26164487006083,7.17781242973848,7.07916838806993
"IL18R1",5.89158021226406,6.07586862038685,6.08996862043902,5.7556040480783,5.95241537768681,6.15147992774005,5.76118096184928,6.08447751399923,6.05488344734042,5.55384511515225,6.1582138121983,5.60614303486119,5.6974642876035,5.94264333777529,5.46370489547695,5.51457015674477,5.61698164066368,5.50374659874507,5.50324061545332,5.83274461267052,5.22097452549308,5.21092693826634,5.2268782391721,4.91753998622158,4.96659585018792,5.17131984858054
"INSC",4.31082868157666,4.17627132093899,4.16316635689683,4.48357327182895,4.16813927204535,4.15961469930656,3.99953839551621,4.29915297130068,4.29393274384603,3.98388878237024,4.09142025421692,4.28829340860609,4.08509662954087,4.01493808571812,4.17667164769687,4.18616431846,4.24751730820321,4.99558028554639,5.06875511646628,4.62929998852489,5.03646835808884,5.38268049859631,5.10109853962364,4.63047154801566,4.42323238546641,4.70081626250817
